complaint_id,account_id,customer_id,complaint_type,description,severity,complaint_date,status
CMP-004415,80F1F5AC0,CUST-0030019,Fraud Report,Potential fraudulent activity was reported.,HIGH,2022-01-04,RESOLVED
CMP-004416,80E9A8CE0,CUST-0071589,Identity Concern,Customer raised an identity verification concern.,LOW,2023-08-26,UNDER_REVIEW
CMP-004417,8003CF480,CUST-0092275,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2022-01-21,RESOLVED
CMP-004418,80C80FCB0,CUST-0108520,Identity Concern,Potential fraudulent activity was reported.,LOW,2023-02-04,OPEN
CMP-004419,806903A80,CUST-0002585,Identity Concern,Potential fraudulent activity was reported.,HIGH,2022-01-14,OPEN
CMP-004420,80921BC90,CUST-0057051,Suspicious Transaction,Customer reported an unexpected transfer.,HIGH,2023-12-27,OPEN
CMP-004421,809F0BB40,CUST-0010899,Identity Concern,Unusual account behaviour was reported.,HIGH,2024-04-07,OPEN
CMP-004422,80070F4A0,CUST-0044104,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2023-02-13,RESOLVED
CMP-004423,8109023F0,CUST-0097717,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2023-04-26,UNDER_REVIEW
CMP-004424,803BE9620,CUST-0077048,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2024-03-02,UNDER_REVIEW
CMP-004425,80E516BA0,CUST-0019708,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2023-07-16,UNDER_REVIEW
CMP-004426,80C3DF970,CUST-0076595,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2023-07-02,OPEN
CMP-004427,8005E7630,CUST-0075845,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2023-02-02,RESOLVED
CMP-004428,800C7AF70,CUST-0103270,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2022-08-28,UNDER_REVIEW
CMP-004429,802194B80,CUST-0062343,Identity Concern,Unusual account behaviour was reported.,LOW,2023-06-26,UNDER_REVIEW
CMP-004430,80B366330,CUST-0060469,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2022-02-01,OPEN
CMP-004431,8073DE0E0,CUST-0068089,Identity Concern,Customer reported unusual transaction activity.,CRITICAL,2023-01-07,UNDER_REVIEW
CMP-004432,80F462580,CUST-0027594,Unusual Account Activity,Customer reported an unexpected transfer.,MEDIUM,2022-01-24,OPEN
CMP-004433,80BD5BF20,CUST-0063674,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2024-08-23,RESOLVED
CMP-004434,8020A5C90,CUST-0004052,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2024-02-22,UNDER_REVIEW
CMP-004435,80F475AB0,CUST-0095376,Fraud Report,Customer reported unusual transaction activity.,LOW,2022-01-16,RESOLVED
CMP-004436,800CC7F80,CUST-0107627,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2023-01-13,UNDER_REVIEW
CMP-004437,807869030,CUST-0028143,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2022-12-10,UNDER_REVIEW
CMP-004438,80A126FD0,CUST-0035965,Identity Concern,Potential fraudulent activity was reported.,LOW,2023-05-14,RESOLVED
CMP-004439,809A02630,CUST-0015721,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-02-05,UNDER_REVIEW
CMP-004440,80305FB20,CUST-0003338,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2023-09-09,RESOLVED
CMP-004441,80C4F5910,CUST-0106983,Unusual Account Activity,Customer reported an unexpected transfer.,HIGH,2023-11-21,OPEN
CMP-004442,8109571F0,CUST-0005138,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2023-09-16,UNDER_REVIEW
CMP-004443,8011A0F40,CUST-0052454,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2022-09-30,RESOLVED
CMP-004444,802E77E20,CUST-0062692,Identity Concern,Potential fraudulent activity was reported.,LOW,2024-08-23,UNDER_REVIEW
CMP-004445,8013D2F20,CUST-0073306,Fraud Report,Potential fraudulent activity was reported.,HIGH,2022-02-24,OPEN
CMP-004446,81106BB70,CUST-0078221,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2022-04-18,UNDER_REVIEW
CMP-004447,80D2A2F50,CUST-0100695,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2023-05-13,RESOLVED
CMP-004448,804A9F0C0,CUST-0029415,Suspicious Transaction,Unusual account behaviour was reported.,MEDIUM,2022-05-10,OPEN
CMP-004449,80AA21910,CUST-0018881,Fraud Report,Customer raised an identity verification concern.,LOW,2024-05-14,RESOLVED
CMP-004450,80D2F8E30,CUST-0042727,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2023-08-12,RESOLVED
CMP-004451,811B79630,CUST-0114118,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2023-02-13,UNDER_REVIEW
CMP-004452,80BE74830,CUST-0108550,Suspicious Transaction,Customer raised an identity verification concern.,MEDIUM,2024-08-31,OPEN
CMP-004453,81062D3B0,CUST-0097579,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-04-27,OPEN
CMP-004454,800E24DC0,CUST-0080833,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2023-05-31,RESOLVED
CMP-004455,80E36A280,CUST-0063876,Fraud Report,Customer reported unusual transaction activity.,LOW,2024-06-25,OPEN
CMP-004456,814192030,CUST-0030755,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2023-05-13,OPEN
CMP-004457,80137D730,CUST-0010426,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2023-12-07,OPEN
CMP-004458,8076A76D0,CUST-0031477,Identity Concern,Customer reported unusual transaction activity.,CRITICAL,2022-05-20,RESOLVED
CMP-004459,801BA1120,CUST-0015013,Fraud Report,Customer reported unusual transaction activity.,CRITICAL,2024-08-04,OPEN
CMP-004460,80582D950,CUST-0083952,Fraud Report,Unusual account behaviour was reported.,LOW,2022-03-02,OPEN
CMP-004461,807CFFEE0,CUST-0113057,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2022-04-29,RESOLVED
CMP-004462,8086E2690,CUST-0080340,Identity Concern,Customer reported unusual transaction activity.,LOW,2022-07-02,UNDER_REVIEW
CMP-004463,8140369E1,CUST-0049874,Identity Concern,Customer reported unusual transaction activity.,LOW,2022-07-10,RESOLVED
CMP-004464,809478B60,CUST-0053379,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2023-01-07,RESOLVED
CMP-004465,808BFD670,CUST-0073836,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2022-05-20,UNDER_REVIEW
CMP-004466,808A2E010,CUST-0065798,Identity Concern,Unusual account behaviour was reported.,HIGH,2022-03-14,RESOLVED
CMP-004467,803ED5F80,CUST-0010300,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2022-01-16,RESOLVED
CMP-004468,80D15A020,CUST-0033516,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2024-04-29,RESOLVED
CMP-004469,803158350,CUST-0063896,Fraud Report,Potential fraudulent activity was reported.,MEDIUM,2023-12-30,RESOLVED
CMP-004470,8058B8CF0,CUST-0016756,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2022-05-25,UNDER_REVIEW
CMP-004471,80B0B2850,CUST-0060043,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2023-08-31,UNDER_REVIEW
CMP-004472,803CB4630,CUST-0112791,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2022-12-19,UNDER_REVIEW
CMP-004473,80D7ACDC0,CUST-0102836,Identity Concern,Customer reported unusual transaction activity.,CRITICAL,2024-09-06,RESOLVED
CMP-004474,801770AE0,CUST-0019730,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2022-04-01,UNDER_REVIEW
CMP-004475,804F51990,CUST-0052784,Fraud Report,Unusual account behaviour was reported.,LOW,2022-07-27,OPEN
CMP-004476,809A0E6D0,CUST-0008312,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2024-07-12,UNDER_REVIEW
CMP-004477,803111940,CUST-0016277,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2022-02-16,OPEN
CMP-004478,804A14730,CUST-0020860,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2023-12-03,UNDER_REVIEW
CMP-004479,809106CD0,CUST-0000379,Fraud Report,Customer raised an identity verification concern.,HIGH,2022-08-07,RESOLVED
CMP-004480,8033484E0,CUST-0016616,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2024-02-22,UNDER_REVIEW
CMP-004481,810F8EF60,CUST-0105884,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2023-06-27,RESOLVED
CMP-004482,803FE17F0,CUST-0084905,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2023-03-22,OPEN
CMP-004483,80181F8B0,CUST-0115068,Unusual Account Activity,Customer reported an unexpected transfer.,HIGH,2023-08-26,UNDER_REVIEW
CMP-004484,808832080,CUST-0006185,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2024-08-11,RESOLVED
CMP-004485,804158AF0,CUST-0018399,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2022-11-07,UNDER_REVIEW
CMP-004486,806D70240,CUST-0082702,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2024-08-01,RESOLVED
CMP-004487,8039BB130,CUST-0054191,Fraud Report,Potential fraudulent activity was reported.,LOW,2022-02-18,UNDER_REVIEW
CMP-004488,80387D8B0,CUST-0077794,Identity Concern,Potential fraudulent activity was reported.,LOW,2024-04-15,UNDER_REVIEW
CMP-004489,8000C0A20,CUST-0062773,Identity Concern,Unusual account behaviour was reported.,HIGH,2023-01-04,UNDER_REVIEW
CMP-004490,809074740,CUST-0106690,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2022-03-23,OPEN
CMP-004491,80AE1F160,CUST-0065189,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2023-08-02,RESOLVED
CMP-004492,804057370,CUST-0101619,Fraud Report,Potential fraudulent activity was reported.,LOW,2024-08-17,OPEN
CMP-004493,813D83C81,CUST-0010022,Fraud Report,Customer reported unusual transaction activity.,LOW,2023-05-21,OPEN
CMP-004494,810D72720,CUST-0013135,Suspicious Transaction,Customer reported unusual transaction activity.,CRITICAL,2022-04-13,RESOLVED
CMP-004495,8016CF6F0,CUST-0088857,Identity Concern,Customer reported unusual transaction activity.,LOW,2024-08-21,OPEN
CMP-004496,80293D660,CUST-0000699,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2022-12-03,OPEN
CMP-004497,800089960,CUST-0008951,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2023-12-05,UNDER_REVIEW
CMP-004498,809FB08F0,CUST-0025968,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2024-01-05,UNDER_REVIEW
CMP-004499,809F4E760,CUST-0039432,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2024-04-17,OPEN
CMP-004500,813633B41,CUST-0045089,Suspicious Transaction,Customer reported an unexpected transfer.,MEDIUM,2024-07-03,UNDER_REVIEW
CMP-004501,8028DCAE0,CUST-0078503,Fraud Report,Unusual account behaviour was reported.,HIGH,2024-07-11,OPEN
CMP-004502,8016B2F70,CUST-0113557,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2022-01-11,OPEN
CMP-004503,8075278F0,CUST-0012071,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2022-11-24,RESOLVED
CMP-004504,813DA7881,CUST-0056454,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2024-08-10,UNDER_REVIEW
CMP-004505,8122FEE00,CUST-0041596,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2023-10-11,UNDER_REVIEW
CMP-004506,8098D1FF0,CUST-0075826,Suspicious Transaction,Customer raised an identity verification concern.,LOW,2022-10-17,UNDER_REVIEW
CMP-004507,806339EA0,CUST-0098338,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2023-12-23,RESOLVED
CMP-004508,80372F680,CUST-0013775,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2023-07-18,RESOLVED
CMP-004509,802DC7950,CUST-0018388,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2022-01-29,OPEN
CMP-004510,8042CC740,CUST-0061253,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2023-02-07,UNDER_REVIEW
CMP-004511,802494060,CUST-0088044,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2024-03-02,OPEN
CMP-004512,801F46AA0,CUST-0065400,Fraud Report,Customer reported an unexpected transfer.,LOW,2022-10-12,OPEN
CMP-004513,8132EEB00,CUST-0040421,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2023-03-15,OPEN
CMP-004514,813C107D0,CUST-0090795,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2022-03-15,OPEN
CMP-004515,80E24E0B0,CUST-0115685,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2023-11-01,RESOLVED
CMP-004516,800363A40,CUST-0092588,Fraud Report,Customer reported an unexpected transfer.,HIGH,2023-01-03,RESOLVED
CMP-004517,800149210,CUST-0074327,Fraud Report,Customer reported an unexpected transfer.,LOW,2023-08-04,UNDER_REVIEW
CMP-004518,80A83E2F0,CUST-0083288,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2023-02-02,UNDER_REVIEW
CMP-004519,802D35820,CUST-0094735,Identity Concern,Unusual account behaviour was reported.,LOW,2024-09-13,RESOLVED
CMP-004520,806285A10,CUST-0012909,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2022-01-20,RESOLVED
CMP-004521,8036A00A0,CUST-0035805,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2022-03-02,RESOLVED
CMP-004522,80855FC20,CUST-0089001,Identity Concern,Potential fraudulent activity was reported.,LOW,2023-03-26,RESOLVED
CMP-004523,811FA62F0,CUST-0019065,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-07-05,RESOLVED
CMP-004524,81130F3A0,CUST-0000822,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2023-11-28,RESOLVED
CMP-004525,802D26F30,CUST-0048542,Fraud Report,Potential fraudulent activity was reported.,HIGH,2024-05-18,OPEN
CMP-004526,8015F5950,CUST-0061052,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2022-01-22,UNDER_REVIEW
CMP-004527,806CB9DF0,CUST-0023112,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2023-01-22,OPEN
CMP-004528,808581010,CUST-0005113,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2022-08-12,OPEN
CMP-004529,809E6C600,CUST-0087148,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2023-05-21,UNDER_REVIEW
CMP-004530,8008D56E0,CUST-0048923,Identity Concern,Customer reported an unexpected transfer.,HIGH,2022-05-14,OPEN
CMP-004531,803DA9D60,CUST-0066668,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2023-04-16,RESOLVED
CMP-004532,8079EC6F0,CUST-0054575,Unauthorized Transfer,Unusual account behaviour was reported.,MEDIUM,2022-03-04,OPEN
CMP-004533,806439BE0,CUST-0116172,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2024-03-19,OPEN
CMP-004534,801E3DD50,CUST-0028829,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2022-03-13,RESOLVED
CMP-004535,81456A781,CUST-0100926,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-07-05,OPEN
CMP-004536,811A6D980,CUST-0099816,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2022-01-06,RESOLVED
CMP-004537,813756031,CUST-0075494,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2022-09-17,OPEN
CMP-004538,811009640,CUST-0048575,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2022-04-01,OPEN
CMP-004539,8068929F0,CUST-0112249,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2024-03-24,UNDER_REVIEW
CMP-004540,806E2C9F0,CUST-0029869,Fraud Report,Customer raised an identity verification concern.,HIGH,2024-07-06,RESOLVED
CMP-004541,80C5653C0,CUST-0118867,Unusual Account Activity,Customer raised an identity verification concern.,HIGH,2023-07-24,RESOLVED
CMP-004542,805E11F60,CUST-0004538,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2024-05-31,RESOLVED
CMP-004543,8079B91E0,CUST-0113303,Unusual Account Activity,Customer raised an identity verification concern.,HIGH,2024-01-25,OPEN
CMP-004544,80A41BED0,CUST-0072080,Suspicious Transaction,Customer reported an unexpected transfer.,MEDIUM,2023-02-09,UNDER_REVIEW
CMP-004545,812E5D480,CUST-0075571,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2023-11-19,UNDER_REVIEW
CMP-004546,8027FDB00,CUST-0008587,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2023-01-14,OPEN
CMP-004547,8138DB8F0,CUST-0112861,Identity Concern,Customer raised an identity verification concern.,LOW,2022-09-19,RESOLVED
CMP-004548,80A3C8A40,CUST-0087327,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2023-09-03,OPEN
CMP-004549,8015676C0,CUST-0114310,Fraud Report,Customer reported an unexpected transfer.,MEDIUM,2022-04-04,RESOLVED
CMP-004550,80C6C1740,CUST-0113236,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2024-02-09,OPEN
CMP-004551,8020FD350,CUST-0016211,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2023-03-18,OPEN
CMP-004552,80ADBB8A0,CUST-0009204,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2022-12-28,RESOLVED
CMP-004553,81078E8B0,CUST-0070122,Fraud Report,Unusual account behaviour was reported.,LOW,2022-01-05,UNDER_REVIEW
CMP-004554,8084CB510,CUST-0070152,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2022-04-19,OPEN
CMP-004555,80E59C6F0,CUST-0029650,Fraud Report,Potential fraudulent activity was reported.,LOW,2023-07-03,RESOLVED
CMP-004556,801B57E30,CUST-0040118,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2023-08-26,RESOLVED
CMP-004557,80EB6E580,CUST-0100527,Identity Concern,Customer reported an unexpected transfer.,LOW,2024-09-23,UNDER_REVIEW
CMP-004558,80D831FE0,CUST-0073036,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2023-07-24,UNDER_REVIEW
CMP-004559,80149E220,CUST-0006419,Unauthorized Transfer,Customer raised an identity verification concern.,MEDIUM,2024-07-28,OPEN
CMP-004560,8003E05A0,CUST-0089645,Identity Concern,Unusual account behaviour was reported.,MEDIUM,2023-07-15,RESOLVED
CMP-004561,803AF25E0,CUST-0106047,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2024-07-19,RESOLVED
CMP-004562,80C913890,CUST-0045696,Fraud Report,Potential fraudulent activity was reported.,LOW,2022-10-10,RESOLVED
CMP-004563,80897F160,CUST-0009925,Unusual Account Activity,Customer reported an unexpected transfer.,MEDIUM,2022-04-09,RESOLVED
CMP-004564,80EA40D70,CUST-0118430,Identity Concern,Customer reported an unexpected transfer.,LOW,2024-02-12,OPEN
CMP-004565,800BAC240,CUST-0022238,Unusual Account Activity,Customer reported an unexpected transfer.,HIGH,2022-07-01,RESOLVED
CMP-004566,800734D10,CUST-0049330,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2022-05-11,OPEN
CMP-004567,813C81AC1,CUST-0001685,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-09-16,UNDER_REVIEW
CMP-004568,80E029020,CUST-0062013,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2022-10-13,OPEN
CMP-004569,8010B8750,CUST-0017550,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2023-03-08,RESOLVED
CMP-004570,808DEA500,CUST-0010138,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2022-01-11,OPEN
CMP-004571,8100A3C10,CUST-0024437,Unauthorized Transfer,Customer reported unusual transaction activity.,HIGH,2023-10-12,RESOLVED
CMP-004572,803A81020,CUST-0043863,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2023-12-14,OPEN
CMP-004573,8097FA7D0,CUST-0113522,Identity Concern,Customer raised an identity verification concern.,HIGH,2024-01-05,OPEN
CMP-004574,812976BB0,CUST-0112640,Suspicious Transaction,Customer reported an unexpected transfer.,HIGH,2023-12-14,RESOLVED
CMP-004575,80C7C7870,CUST-0078907,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2022-07-18,UNDER_REVIEW
CMP-004576,8076D4A40,CUST-0078687,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2022-12-10,UNDER_REVIEW
CMP-004577,8054400B0,CUST-0059984,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2022-07-21,RESOLVED
CMP-004578,801085840,CUST-0107417,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2024-03-23,UNDER_REVIEW
CMP-004579,80C1F55B0,CUST-0108814,Fraud Report,Customer raised an identity verification concern.,LOW,2023-04-16,RESOLVED
CMP-004580,80550E1C0,CUST-0013452,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2023-07-05,RESOLVED
CMP-004581,8043A34E0,CUST-0013742,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2022-01-24,UNDER_REVIEW
CMP-004582,8137FFA70,CUST-0034258,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2023-12-01,UNDER_REVIEW
CMP-004583,80274E0F0,CUST-0034456,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2024-06-04,RESOLVED
CMP-004584,807CF87F0,CUST-0023343,Unusual Account Activity,Customer reported an unexpected transfer.,LOW,2024-02-07,OPEN
CMP-004585,802C7DC40,CUST-0068567,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2022-09-27,OPEN
CMP-004586,80E253AB0,CUST-0107907,Identity Concern,Customer raised an identity verification concern.,MEDIUM,2023-09-27,OPEN
CMP-004587,8117A21D0,CUST-0054724,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2023-08-05,UNDER_REVIEW
CMP-004588,80346E0B0,CUST-0099569,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2023-05-14,UNDER_REVIEW
CMP-004589,80AE62E40,CUST-0084500,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2023-02-20,UNDER_REVIEW
CMP-004590,807DF41A0,CUST-0107823,Suspicious Transaction,Customer raised an identity verification concern.,MEDIUM,2023-04-17,RESOLVED
CMP-004591,80DA98F70,CUST-0082086,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2023-02-08,UNDER_REVIEW
CMP-004592,8147FDBE0,CUST-0046094,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2023-01-06,UNDER_REVIEW
CMP-004593,8014CF650,CUST-0084248,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2022-11-04,UNDER_REVIEW
CMP-004594,80EB44BA0,CUST-0004281,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2022-07-21,RESOLVED
CMP-004595,804406340,CUST-0025522,Unusual Account Activity,Customer raised an identity verification concern.,HIGH,2022-08-19,OPEN
CMP-004596,8137E7AF0,CUST-0039948,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2022-11-06,UNDER_REVIEW
CMP-004597,807D18CF0,CUST-0116751,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2022-07-14,OPEN
CMP-004598,814649C21,CUST-0060565,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2023-03-21,OPEN
CMP-004599,80BE864A0,CUST-0074429,Unauthorized Transfer,Customer raised an identity verification concern.,MEDIUM,2022-09-19,RESOLVED
CMP-004600,80BC69EC0,CUST-0073090,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2022-12-18,RESOLVED
CMP-004601,802D1AD00,CUST-0033968,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2022-06-04,RESOLVED
CMP-004602,8033474D0,CUST-0063365,Identity Concern,Unusual account behaviour was reported.,LOW,2024-01-23,RESOLVED
CMP-004603,80B5D7AC0,CUST-0060803,Identity Concern,Customer reported an unexpected transfer.,MEDIUM,2023-09-30,RESOLVED
CMP-004604,80696AD80,CUST-0027973,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2022-11-15,UNDER_REVIEW
CMP-004605,804B3D6D0,CUST-0057245,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2022-08-14,OPEN
CMP-004606,80D88BD90,CUST-0106796,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-06-27,OPEN
CMP-004607,8130B9A80,CUST-0001385,Fraud Report,Customer reported unusual transaction activity.,HIGH,2024-06-29,RESOLVED
CMP-004608,8049BE170,CUST-0058382,Unauthorized Transfer,Customer reported an unexpected transfer.,HIGH,2022-08-30,OPEN
CMP-004609,809499A20,CUST-0016114,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2024-08-30,OPEN
CMP-004610,812D866D0,CUST-0089701,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2023-12-25,UNDER_REVIEW
CMP-004611,80E468590,CUST-0100330,Fraud Report,Potential fraudulent activity was reported.,HIGH,2022-01-29,UNDER_REVIEW
CMP-004612,8075BB1D0,CUST-0041470,Identity Concern,Unusual account behaviour was reported.,HIGH,2024-03-08,UNDER_REVIEW
CMP-004613,8039DAE60,CUST-0084372,Identity Concern,Customer raised an identity verification concern.,HIGH,2022-12-05,RESOLVED
CMP-004614,80E7F19C0,CUST-0058911,Fraud Report,Customer reported an unexpected transfer.,HIGH,2024-03-01,OPEN
CMP-004615,80F62A690,CUST-0073328,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2023-03-24,UNDER_REVIEW
CMP-004616,8000D8AE0,CUST-0084805,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2023-02-07,OPEN
CMP-004617,80657A7A0,CUST-0037332,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2023-03-18,OPEN
CMP-004618,8062D71E0,CUST-0087705,Fraud Report,Potential fraudulent activity was reported.,HIGH,2022-07-01,OPEN
CMP-004619,8008175F0,CUST-0074107,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2023-07-03,RESOLVED
CMP-004620,813B97BC0,CUST-0029917,Fraud Report,Unusual account behaviour was reported.,LOW,2024-07-28,UNDER_REVIEW
CMP-004621,803087D70,CUST-0037374,Identity Concern,Unusual account behaviour was reported.,MEDIUM,2022-07-09,UNDER_REVIEW
CMP-004622,80DD970C0,CUST-0081193,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2024-03-16,UNDER_REVIEW
CMP-004623,8116F1FE0,CUST-0100126,Identity Concern,Customer reported an unexpected transfer.,LOW,2022-11-06,OPEN
CMP-004624,800B77290,CUST-0110609,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2022-01-14,OPEN
CMP-004625,809DB3820,CUST-0030827,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2023-01-12,OPEN
CMP-004626,8147DC9E1,CUST-0074560,Suspicious Transaction,Potential fraudulent activity was reported.,LOW,2023-01-30,RESOLVED
CMP-004627,804F46350,CUST-0084101,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2024-09-03,OPEN
CMP-004628,81045CED0,CUST-0102597,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2024-03-22,UNDER_REVIEW
