relationship_id,account_id,connected_account_id,relationship_type,ownership_percentage,relationship_start_date
REL-0046575,8145D1330,805445530,RELATED_ACCOUNT,74.51,2020-04-22
REL-0046576,8027B9420,8128D99C0,BENEFICIAL_OWNER,87.08,2020-09-13
REL-0046577,806493740,80010DEA0,RELATED_ACCOUNT,62.29,2021-06-06
REL-0046578,80EFEF8B0,80D4F4980,RELATED_ACCOUNT,89.07,2021-04-29
REL-0046579,8096EEA50,80942BE00,RELATED_ACCOUNT,19.41,2018-03-16
REL-0046580,80F72D380,8002696B0,SHARED_OWNER,43.04,2021-10-25
REL-0046581,811018480,80031FBA0,AUTHORIZED_USER,44.37,2024-01-15
REL-0046582,80ED95BC0,810163180,RELATED_ACCOUNT,97.78,2023-02-17
REL-0046583,8118B1A00,811E8FE00,AUTHORIZED_USER,37.34,2023-05-19
REL-0046584,8115EE510,80C8620C0,RELATED_ACCOUNT,68.71,2020-08-17
REL-0046585,800A519A0,806668AE0,AUTHORIZED_USER,11.8,2020-02-17
REL-0046586,805714180,807BBFDF0,AUTHORIZED_USER,68.99,2020-05-15
REL-0046587,80CF65D80,80C3F0621,BENEFICIAL_OWNER,80.65,2020-10-30
REL-0046588,80C6A05E0,80DBD4700,SHARED_OWNER,85.24,2021-04-19
REL-0046589,811209B90,8018AB0F0,AUTHORIZED_USER,67.94,2019-04-27
REL-0046590,810F43180,81249F1A0,RELATED_ACCOUNT,7.19,2018-02-28
REL-0046591,804BD90A0,802F99B90,AUTHORIZED_USER,11.9,2024-05-04
REL-0046592,806E898A0,804479570,RELATED_ACCOUNT,91.38,2022-04-17
REL-0046593,803D5CCA0,8014BE190,BENEFICIAL_OWNER,5.96,2021-09-05
REL-0046594,8093C17D0,80DF2DB90,BENEFICIAL_OWNER,94.62,2024-10-19
REL-0046595,800FB5B40,806D4B6E0,BENEFICIAL_OWNER,24.59,2024-02-21
REL-0046596,800D4B340,80C17AE30,SHARED_OWNER,11.22,2021-05-12
REL-0046597,803286AF0,80BA8E9F0,AUTHORIZED_USER,11.66,2022-05-25
REL-0046598,8122F1C60,8088D3CE0,RELATED_ACCOUNT,36.06,2021-11-27
REL-0046599,80DD25950,8106E3420,AUTHORIZED_USER,90.01,2022-05-16
REL-0046600,8029C0590,80A9D7A10,BENEFICIAL_OWNER,95.74,2018-12-05
REL-0046601,8136415B1,81020F040,BENEFICIAL_OWNER,92.52,2020-04-13
REL-0046602,80AF65910,8029EEB20,BUSINESS_ASSOCIATE,21.89,2021-05-28
REL-0046603,8145CCB30,8015F49A0,BENEFICIAL_OWNER,10.17,2023-06-11
REL-0046604,803EFB370,808B9E0B0,SHARED_OWNER,37.19,2019-02-10
REL-0046605,80D676A40,813AFBCC0,BENEFICIAL_OWNER,41.19,2023-01-06
REL-0046606,80D613620,8020AE340,RELATED_ACCOUNT,87.54,2021-07-07
REL-0046607,80E606F50,805001810,BENEFICIAL_OWNER,55.99,2019-08-31
REL-0046608,810717200,808C9F9D0,RELATED_ACCOUNT,64.15,2024-01-02
REL-0046609,8083466F0,8000EC7E0,AUTHORIZED_USER,44.73,2023-02-10
REL-0046610,80126AD90,809B44C50,BENEFICIAL_OWNER,25.15,2021-04-15
REL-0046611,811232FC0,8046E8910,BENEFICIAL_OWNER,22.59,2020-04-17
REL-0046612,803DDEAF0,80CDEDDB0,BUSINESS_ASSOCIATE,94.73,2022-07-25
REL-0046613,80BFF6850,80BEE25F0,BENEFICIAL_OWNER,60.87,2021-10-24
REL-0046614,8096E8DC0,802F5E0D0,AUTHORIZED_USER,86.85,2020-03-20
REL-0046615,800E322B0,808B15E50,RELATED_ACCOUNT,71.27,2022-10-15
REL-0046616,805C31EC0,80DA4EB80,SHARED_OWNER,19.38,2020-10-25
REL-0046617,808325E70,813001030,RELATED_ACCOUNT,48.87,2024-11-04
REL-0046618,80CD94210,80054F070,SHARED_OWNER,87.0,2019-09-15
REL-0046619,804EF2220,80BCFB9B0,BUSINESS_ASSOCIATE,44.07,2024-05-09
REL-0046620,803CDC7D0,80283A3F0,BENEFICIAL_OWNER,47.41,2024-02-05
REL-0046621,80C4FB920,800B8C4A0,BENEFICIAL_OWNER,51.86,2024-09-17
REL-0046622,8014D5AB0,803DD5960,BUSINESS_ASSOCIATE,23.98,2023-03-26
REL-0046623,80DDA3CC0,80009A2E0,RELATED_ACCOUNT,24.73,2021-04-01
REL-0046624,8130BB800,80F1CF630,BUSINESS_ASSOCIATE,88.54,2024-05-28
REL-0046625,813CFFAF0,809731D40,SHARED_OWNER,76.9,2018-04-16
REL-0046626,80E5BCD20,80D70B600,BUSINESS_ASSOCIATE,78.81,2018-07-10
REL-0046627,805FD7340,80EA08E60,AUTHORIZED_USER,74.03,2022-01-29
REL-0046628,806E11320,806570B20,BENEFICIAL_OWNER,12.92,2022-08-04
REL-0046629,8060CB960,8148ADFF1,RELATED_ACCOUNT,97.56,2018-05-27
REL-0046630,80DA0A490,8006F04E0,SHARED_OWNER,82.91,2023-10-19
REL-0046631,807A698D0,802DC3430,BENEFICIAL_OWNER,64.39,2024-07-17
REL-0046632,8078EC5C0,806122A30,BUSINESS_ASSOCIATE,52.41,2019-05-05
REL-0046633,80233B380,80FC61F50,SHARED_OWNER,16.83,2021-08-18
REL-0046634,80D9CA6A0,804F0BFF0,BENEFICIAL_OWNER,68.48,2024-09-13
REL-0046635,8035E35D0,813958EF0,SHARED_OWNER,86.29,2022-08-21
REL-0046636,8045995C0,80A87B010,BUSINESS_ASSOCIATE,67.53,2021-05-07
REL-0046637,802FC2060,8054E95A0,SHARED_OWNER,26.28,2023-02-06
REL-0046638,80EB1AA20,805E091B0,BUSINESS_ASSOCIATE,62.42,2022-01-31
REL-0046639,8042DE350,80FC31400,SHARED_OWNER,95.79,2023-09-14
REL-0046640,812781B70,80CE9B300,BUSINESS_ASSOCIATE,26.64,2020-08-19
REL-0046641,80B913B90,801091AB0,AUTHORIZED_USER,5.79,2022-07-18
REL-0046642,803EC3610,809868A10,BUSINESS_ASSOCIATE,66.32,2024-06-26
REL-0046643,8034B0860,8139E3E20,BENEFICIAL_OWNER,74.87,2019-05-30
REL-0046644,801C90330,8016A4280,AUTHORIZED_USER,23.37,2019-09-05
REL-0046645,80CCAB9F0,80B70D090,BUSINESS_ASSOCIATE,22.51,2020-07-23
REL-0046646,80F33EEB0,800552100,RELATED_ACCOUNT,96.71,2023-08-13
REL-0046647,80C9A1A30,8093DAD40,RELATED_ACCOUNT,84.46,2024-05-19
REL-0046648,80BF0A610,8101FA5B0,BUSINESS_ASSOCIATE,52.75,2022-05-30
REL-0046649,802C02D00,8110882E0,RELATED_ACCOUNT,54.61,2021-05-17
REL-0046650,803A90E00,805694570,AUTHORIZED_USER,65.78,2019-02-18
REL-0046651,80EC76630,804FF0330,BENEFICIAL_OWNER,42.99,2020-01-10
REL-0046652,80DF05380,811C17E10,BENEFICIAL_OWNER,64.52,2019-04-03
REL-0046653,8076372E0,802E85270,RELATED_ACCOUNT,84.08,2019-02-14
REL-0046654,813E820A0,80BAF1140,BENEFICIAL_OWNER,82.55,2024-03-21
REL-0046655,8023C0F40,8005E26B0,AUTHORIZED_USER,21.28,2020-10-11
REL-0046656,811F2E3A0,803A01BC0,BENEFICIAL_OWNER,36.91,2019-02-13
REL-0046657,8133DF190,80CCF58D0,AUTHORIZED_USER,58.4,2021-10-27
REL-0046658,803460970,81222ADA0,AUTHORIZED_USER,9.71,2019-03-02
REL-0046659,8009D78B0,80AB154B0,BENEFICIAL_OWNER,5.38,2018-06-16
REL-0046660,803F0F230,80CB65920,BENEFICIAL_OWNER,81.61,2023-02-18
REL-0046661,810049CC0,80496D1A0,RELATED_ACCOUNT,24.65,2021-12-17
REL-0046662,8094A10E0,802A65B30,SHARED_OWNER,25.58,2023-08-06
REL-0046663,8017CD3B0,806ECA9D0,SHARED_OWNER,10.94,2020-02-26
REL-0046664,80205F130,800ABFAE0,BENEFICIAL_OWNER,83.19,2023-06-11
REL-0046665,81196F590,809379140,BENEFICIAL_OWNER,50.35,2018-09-23
REL-0046666,80937A690,800608310,AUTHORIZED_USER,68.48,2018-01-03
REL-0046667,80F2F9BF0,80BF05D40,AUTHORIZED_USER,23.06,2023-06-06
REL-0046668,80D468C80,803722B60,SHARED_OWNER,32.55,2021-09-14
REL-0046669,80625AAB0,813D876D1,RELATED_ACCOUNT,81.1,2019-02-10
REL-0046670,811BFA410,809165EC0,BUSINESS_ASSOCIATE,27.46,2024-06-18
REL-0046671,8148911B1,801E14230,BUSINESS_ASSOCIATE,72.49,2022-07-03
REL-0046672,8049A9430,8000C97B0,SHARED_OWNER,16.36,2022-05-17
REL-0046673,81342B2D1,81410B0A0,RELATED_ACCOUNT,96.35,2020-10-07
REL-0046674,802C44150,80BCE8620,BENEFICIAL_OWNER,77.67,2020-06-16
REL-0046675,80685E800,802010770,BUSINESS_ASSOCIATE,96.97,2018-09-13
REL-0046676,806F91A40,80A9EAD10,AUTHORIZED_USER,66.62,2022-09-12
REL-0046677,813061E90,80ED51880,AUTHORIZED_USER,64.16,2024-09-29
REL-0046678,803B78BF0,80081A580,AUTHORIZED_USER,26.61,2024-05-04
REL-0046679,80BB90E90,8105EFC10,BENEFICIAL_OWNER,33.95,2021-09-04
REL-0046680,803A77430,800240B70,RELATED_ACCOUNT,61.67,2024-09-16
REL-0046681,80FF7FA70,80B599740,AUTHORIZED_USER,24.59,2019-01-23
REL-0046682,80A84A310,800DD6C30,SHARED_OWNER,87.11,2022-09-15
REL-0046683,80ED5E1F0,803EEC180,SHARED_OWNER,74.93,2020-03-16
REL-0046684,80356C860,81124F220,SHARED_OWNER,64.35,2018-04-06
REL-0046685,809335810,80F4609B0,AUTHORIZED_USER,28.71,2018-04-27
REL-0046686,8090A8200,8024FCAD0,BUSINESS_ASSOCIATE,70.57,2024-06-14
REL-0046687,801658A00,80F40A3F0,BUSINESS_ASSOCIATE,73.88,2021-12-15
REL-0046688,801D7C380,8002B5EE0,SHARED_OWNER,37.56,2019-06-05
REL-0046689,801DF6820,80096AF90,SHARED_OWNER,53.33,2018-08-25
REL-0046690,80A978220,805F6AA70,SHARED_OWNER,32.83,2019-02-14
REL-0046691,811DDB730,804E20120,SHARED_OWNER,64.63,2024-10-06
REL-0046692,808CC4200,804845300,SHARED_OWNER,54.96,2024-03-26
REL-0046693,80BF34460,81335E1B0,RELATED_ACCOUNT,71.71,2023-12-03
REL-0046694,802E1C6E0,8123EC570,RELATED_ACCOUNT,52.55,2019-05-25
REL-0046695,8074C7880,8036E1970,BUSINESS_ASSOCIATE,85.82,2023-11-22
REL-0046696,814623BD1,810E287E0,AUTHORIZED_USER,22.86,2019-09-02
REL-0046697,807810DD0,808D5DF40,RELATED_ACCOUNT,53.8,2018-02-23
REL-0046698,803759700,807804EF0,BUSINESS_ASSOCIATE,47.93,2022-10-14
REL-0046699,8096C6960,801324AD0,BENEFICIAL_OWNER,90.65,2019-11-01
REL-0046700,806901A40,80E49AB90,BUSINESS_ASSOCIATE,99.51,2021-10-26
REL-0046701,8126165E0,807D95660,AUTHORIZED_USER,83.82,2019-06-22
REL-0046702,8018531C0,81317FCB0,BUSINESS_ASSOCIATE,80.92,2023-04-11
REL-0046703,809180C70,80E49CDE0,BUSINESS_ASSOCIATE,39.82,2018-05-16
REL-0046704,80E1B9E30,8119FCB40,AUTHORIZED_USER,52.79,2020-02-15
REL-0046705,804EB49F0,81076D0C0,BENEFICIAL_OWNER,25.41,2019-07-05
REL-0046706,80BEDD0A0,804E1FA00,AUTHORIZED_USER,66.21,2024-01-08
REL-0046707,8034D4B00,81067EC80,RELATED_ACCOUNT,24.13,2020-10-15
REL-0046708,806040430,80BCDB380,AUTHORIZED_USER,44.36,2024-02-15
REL-0046709,80445B250,800CB4C90,RELATED_ACCOUNT,48.71,2019-07-30
REL-0046710,806160320,81457F491,AUTHORIZED_USER,60.07,2022-12-22
REL-0046711,809947070,8058C9B70,BUSINESS_ASSOCIATE,45.48,2018-08-10
REL-0046712,813F66470,803ADDA80,SHARED_OWNER,37.71,2022-08-08
REL-0046713,805B8E160,80447BA50,RELATED_ACCOUNT,27.6,2023-05-22
REL-0046714,80F2D1030,804CE6410,RELATED_ACCOUNT,93.81,2021-06-25
REL-0046715,810927BE0,8060A0630,RELATED_ACCOUNT,63.25,2023-12-04
REL-0046716,8090A54A0,8046A4E60,SHARED_OWNER,87.07,2023-02-14
REL-0046717,81376A7E0,81240B340,SHARED_OWNER,81.37,2021-06-09
REL-0046718,81104BBC0,80E0A0DF0,SHARED_OWNER,14.45,2021-10-20
REL-0046719,804A99D30,810AF5D70,AUTHORIZED_USER,25.64,2023-01-25
REL-0046720,802840270,808D560D0,RELATED_ACCOUNT,47.74,2024-05-22
REL-0046721,80F72C470,801BB4320,SHARED_OWNER,57.47,2020-10-15
REL-0046722,80259A0E0,80441F9B0,RELATED_ACCOUNT,15.77,2018-05-27
REL-0046723,8086C1090,809DB8580,AUTHORIZED_USER,51.06,2020-11-27
REL-0046724,80AB15150,80E81D000,AUTHORIZED_USER,28.76,2023-09-22
REL-0046725,80A466340,80DFDE2F0,AUTHORIZED_USER,8.53,2023-01-26
REL-0046726,80912D1B0,80AA40C40,BENEFICIAL_OWNER,26.72,2019-01-13
REL-0046727,80C140FF0,802A3F8B0,AUTHORIZED_USER,15.13,2024-04-07
REL-0046728,80215ACD0,803D78CC0,BUSINESS_ASSOCIATE,72.37,2021-07-26
REL-0046729,805FC4340,806E34C80,BENEFICIAL_OWNER,24.19,2022-11-03
REL-0046730,80134BF90,803B7C090,AUTHORIZED_USER,22.47,2023-02-23
REL-0046731,813B98400,808F45AC0,BENEFICIAL_OWNER,69.75,2021-10-01
REL-0046732,811636760,80CBE44B0,SHARED_OWNER,66.3,2021-05-05
REL-0046733,80B162A40,807A1B2D0,SHARED_OWNER,10.24,2021-03-02
REL-0046734,800301970,802AF8FE0,SHARED_OWNER,31.64,2018-03-17
REL-0046735,80339F5C0,80559F1B0,SHARED_OWNER,63.24,2018-09-26
REL-0046736,80048E650,813B65251,BENEFICIAL_OWNER,73.96,2022-02-04
REL-0046737,81044ECE0,80C919100,BUSINESS_ASSOCIATE,77.28,2020-07-22
REL-0046738,80C8119E0,8051F1450,SHARED_OWNER,53.73,2022-05-03
REL-0046739,810B08DB0,810DFE030,SHARED_OWNER,71.28,2021-03-16
REL-0046740,800E604D0,80F36C1E0,AUTHORIZED_USER,95.98,2018-02-12
REL-0046741,8063F1120,80768E0A0,BUSINESS_ASSOCIATE,25.44,2022-04-25
REL-0046742,813840530,8107E9660,AUTHORIZED_USER,91.11,2024-05-11
REL-0046743,80B14D4F0,812F20490,AUTHORIZED_USER,11.03,2021-09-07
REL-0046744,801B1C100,8003A2BE0,BUSINESS_ASSOCIATE,37.43,2023-09-10
REL-0046745,8007E9860,80AAC90E0,BENEFICIAL_OWNER,34.94,2022-09-10
REL-0046746,8090854B0,8033932E0,SHARED_OWNER,35.19,2024-05-01
REL-0046747,80A4F07A0,801AF87A0,SHARED_OWNER,66.07,2023-11-15
REL-0046748,800D3AEB0,8042427F0,BENEFICIAL_OWNER,94.71,2022-01-08
REL-0046749,80245D030,80E1B2910,AUTHORIZED_USER,76.4,2024-04-09
REL-0046750,8092210E0,80A35BB10,RELATED_ACCOUNT,83.77,2024-09-22
REL-0046751,8016C7DD0,814802810,BENEFICIAL_OWNER,83.8,2019-06-16
REL-0046752,814455B00,800F38560,BUSINESS_ASSOCIATE,17.93,2018-01-05
REL-0046753,80A091A70,809990600,RELATED_ACCOUNT,24.4,2023-10-18
REL-0046754,80C7617D0,811B4E860,RELATED_ACCOUNT,93.51,2019-04-06
REL-0046755,8010F0110,8034F5390,BENEFICIAL_OWNER,31.64,2020-01-23
REL-0046756,803F0F230,80A747C70,AUTHORIZED_USER,22.04,2019-10-02
REL-0046757,800581730,80EAB6660,BENEFICIAL_OWNER,77.5,2020-05-19
REL-0046758,8078741A0,805E12C00,AUTHORIZED_USER,96.07,2020-01-09
REL-0046759,812BE8D90,8111278A0,BENEFICIAL_OWNER,12.98,2019-04-08
REL-0046760,804FF12E0,804CB2180,AUTHORIZED_USER,91.73,2019-10-18
REL-0046761,80D3B5990,806E8C7E0,RELATED_ACCOUNT,40.2,2022-10-03
REL-0046762,80DFD3400,803F36050,AUTHORIZED_USER,51.72,2021-08-23
REL-0046763,80154A300,80C5CB9C0,BENEFICIAL_OWNER,39.56,2022-06-13
REL-0046764,805753300,8007A64B0,SHARED_OWNER,89.56,2024-02-17
REL-0046765,806DF9A00,810167B00,RELATED_ACCOUNT,67.04,2024-02-24
REL-0046766,80331DE30,809418630,AUTHORIZED_USER,35.41,2018-09-28
REL-0046767,80229D470,803E95D40,AUTHORIZED_USER,94.37,2022-05-12
REL-0046768,80E1D6100,805364970,AUTHORIZED_USER,53.6,2024-08-25
REL-0046769,8126730E0,8049E72C0,BENEFICIAL_OWNER,34.33,2019-08-11
REL-0046770,8015A8930,80AB8DFB0,BENEFICIAL_OWNER,78.21,2023-10-06
REL-0046771,80218B5F0,809D674D0,BENEFICIAL_OWNER,50.19,2020-02-09
REL-0046772,806C5EAC0,8001F1730,BUSINESS_ASSOCIATE,95.12,2020-07-22
REL-0046773,805EBB270,814670630,RELATED_ACCOUNT,44.68,2018-04-27
REL-0046774,808E90C70,80053A160,BENEFICIAL_OWNER,42.93,2020-10-19
REL-0046775,805E94760,81276A970,BUSINESS_ASSOCIATE,5.9,2018-11-27
REL-0046776,800D0B990,804FA84D0,SHARED_OWNER,47.1,2024-09-19
REL-0046777,8130CB1F0,8116ADAD0,RELATED_ACCOUNT,57.24,2020-08-30
REL-0046778,80EFF3A90,810D462C0,BENEFICIAL_OWNER,13.18,2024-08-06
REL-0046779,80D32CB70,80A28A5E0,BENEFICIAL_OWNER,56.99,2019-01-20
REL-0046780,80A510880,80FAEE280,RELATED_ACCOUNT,67.67,2022-01-07
REL-0046781,803B178A0,806936300,BENEFICIAL_OWNER,46.58,2022-04-27
REL-0046782,8037E8750,808762680,RELATED_ACCOUNT,21.52,2019-02-19
REL-0046783,811D9A5A0,80A032720,RELATED_ACCOUNT,57.3,2022-12-09
REL-0046784,801FC42D0,80D48C0A0,RELATED_ACCOUNT,78.48,2024-08-26
REL-0046785,803588F40,80F928010,SHARED_OWNER,34.35,2024-01-15
REL-0046786,80032FCE0,80B705C30,SHARED_OWNER,27.85,2020-03-02
REL-0046787,8070445C0,8102270A0,SHARED_OWNER,99.58,2024-07-04
REL-0046788,80E972B30,80E6B8CB0,SHARED_OWNER,38.7,2021-01-11
REL-0046789,812872330,811B75460,AUTHORIZED_USER,99.02,2024-08-14
REL-0046790,80445FD20,803BAB660,SHARED_OWNER,46.44,2018-02-10
REL-0046791,810B4F350,809989EF0,RELATED_ACCOUNT,45.28,2022-10-03
REL-0046792,80C464DB0,804165EC0,SHARED_OWNER,45.67,2021-01-02
REL-0046793,8068813F0,80E5B2CB0,BUSINESS_ASSOCIATE,21.49,2018-11-07
REL-0046794,80367AEA0,81263B410,SHARED_OWNER,64.34,2021-10-08
REL-0046795,801B66770,80B173FE0,SHARED_OWNER,92.24,2019-10-31
REL-0046796,80201F180,80CCB2320,BUSINESS_ASSOCIATE,8.3,2023-04-15
REL-0046797,80E35FA50,813188810,BENEFICIAL_OWNER,51.56,2018-01-22
REL-0046798,802949520,800345910,RELATED_ACCOUNT,55.98,2020-09-13
REL-0046799,80EA9BAB0,80B3C7200,RELATED_ACCOUNT,47.47,2023-03-14
REL-0046800,807742840,80A4D1AD0,BUSINESS_ASSOCIATE,96.64,2023-12-17
REL-0046801,800B8E4E0,800EF5FE0,AUTHORIZED_USER,36.18,2020-03-18
REL-0046802,813C9CE71,808860240,AUTHORIZED_USER,41.34,2024-08-01
REL-0046803,802C9B790,802CFF840,RELATED_ACCOUNT,10.68,2023-12-11
REL-0046804,80AE32591,807F617B0,SHARED_OWNER,37.76,2022-07-25
REL-0046805,807E1BD90,806619F30,AUTHORIZED_USER,60.47,2023-06-08
REL-0046806,8136DBB31,803B7D360,AUTHORIZED_USER,72.72,2019-08-07
REL-0046807,810BBF9C0,80843AC70,AUTHORIZED_USER,74.76,2024-03-20
REL-0046808,811DC6210,8006C06B0,RELATED_ACCOUNT,71.39,2024-06-09
REL-0046809,80243FF30,803949350,AUTHORIZED_USER,79.68,2021-09-12
REL-0046810,8014D27F0,813DC9821,RELATED_ACCOUNT,91.35,2024-08-30
REL-0046811,80D4E4910,8019BD9A0,BUSINESS_ASSOCIATE,49.54,2019-10-14
REL-0046812,80778F2C0,81061EE40,SHARED_OWNER,82.29,2023-04-19
REL-0046813,80594EED0,811C936D0,SHARED_OWNER,8.19,2020-05-23
REL-0046814,802583EF0,8024A6BE0,BENEFICIAL_OWNER,14.83,2023-07-28
REL-0046815,80D9D4DB0,808756070,BENEFICIAL_OWNER,27.86,2022-06-21
REL-0046816,801B6FC90,8063A64C0,BUSINESS_ASSOCIATE,38.66,2020-05-20
REL-0046817,808B7F980,808B14BB0,BENEFICIAL_OWNER,69.33,2018-12-07
REL-0046818,805A4BB20,804D5DA20,BUSINESS_ASSOCIATE,28.07,2018-05-28
REL-0046819,800354AF0,80F5D6150,AUTHORIZED_USER,60.58,2022-03-25
REL-0046820,80CA8AE00,80D0A2930,BUSINESS_ASSOCIATE,24.94,2018-02-28
REL-0046821,811A80350,800E1BE50,BENEFICIAL_OWNER,5.47,2022-12-17
REL-0046822,802A5C3D0,80B1DB180,SHARED_OWNER,97.12,2024-02-19
REL-0046823,804093380,8098A85E0,BENEFICIAL_OWNER,87.44,2020-12-30
REL-0046824,80CD84890,802A8C700,BENEFICIAL_OWNER,77.93,2019-07-22
REL-0046825,8002EB0E0,80EE188B0,BUSINESS_ASSOCIATE,33.55,2023-12-09
REL-0046826,811C32900,808D26F00,BENEFICIAL_OWNER,48.07,2024-02-05
REL-0046827,80A0EAB70,80A386EF0,RELATED_ACCOUNT,55.89,2023-06-10
REL-0046828,811B8CBC0,802D09FD0,BUSINESS_ASSOCIATE,66.34,2023-01-09
REL-0046829,803B8B020,8036E14C0,SHARED_OWNER,68.64,2022-12-10
REL-0046830,8082D9FF0,8016D40F0,SHARED_OWNER,24.78,2019-06-10
REL-0046831,801505980,802D76110,BENEFICIAL_OWNER,45.83,2019-07-12
REL-0046832,80982A050,80C78A190,AUTHORIZED_USER,55.4,2021-10-26
REL-0046833,80B87E790,8021ACB90,BUSINESS_ASSOCIATE,95.61,2024-07-14
REL-0046834,813009C90,8003F9080,BENEFICIAL_OWNER,30.7,2021-08-18
REL-0046835,8026CEC00,806D1A110,SHARED_OWNER,52.19,2018-10-07
REL-0046836,800E92320,80E502A80,SHARED_OWNER,46.29,2019-03-10
REL-0046837,80FD8BB10,803794D00,RELATED_ACCOUNT,43.46,2018-11-02
REL-0046838,80D4AF4B0,8014A1950,AUTHORIZED_USER,69.36,2023-03-26
REL-0046839,8076F8960,807B8C270,BENEFICIAL_OWNER,82.12,2023-02-27
REL-0046840,806FD4210,80C3EFCD0,SHARED_OWNER,59.78,2024-03-28
REL-0046841,8028921C0,808A66BF0,BENEFICIAL_OWNER,85.43,2022-05-28
REL-0046842,804C2CEC0,8039EC610,BUSINESS_ASSOCIATE,78.43,2024-07-30
REL-0046843,80C95CBE0,808D68320,RELATED_ACCOUNT,51.84,2021-01-21
REL-0046844,80CF0D010,80998D2D0,RELATED_ACCOUNT,32.79,2022-12-13
REL-0046845,812C3AF20,80014F510,SHARED_OWNER,16.68,2021-02-23
REL-0046846,804AC5D40,80A08F9B0,BUSINESS_ASSOCIATE,87.62,2022-03-05
REL-0046847,804001DA0,8062D2BA0,BUSINESS_ASSOCIATE,75.85,2024-05-24
REL-0046848,8098DE190,808F95280,RELATED_ACCOUNT,6.49,2022-01-28
REL-0046849,8066277A0,800A3F190,RELATED_ACCOUNT,65.23,2021-03-02
REL-0046850,805521530,800C21050,AUTHORIZED_USER,62.09,2022-03-10
REL-0046851,804E98D40,800047670,BUSINESS_ASSOCIATE,92.28,2018-09-14
REL-0046852,806023FE0,804ECEDA0,SHARED_OWNER,87.83,2022-05-09
REL-0046853,803721FC0,80E71A190,AUTHORIZED_USER,25.65,2022-12-11
REL-0046854,807CD6A10,806795790,RELATED_ACCOUNT,66.26,2022-07-15
REL-0046855,80408CBD0,811E73AD0,SHARED_OWNER,7.66,2022-06-04
REL-0046856,800EDA690,810D8D650,BUSINESS_ASSOCIATE,74.49,2022-04-03
REL-0046857,80F2053D0,80DA25100,BENEFICIAL_OWNER,90.82,2021-03-03
REL-0046858,80F906010,80A8CB780,AUTHORIZED_USER,50.69,2021-08-03
REL-0046859,80E310420,8062FF4E0,SHARED_OWNER,56.07,2019-07-16
REL-0046860,80611FC80,80DB757D0,SHARED_OWNER,57.88,2023-11-27
REL-0046861,807911640,807B349F0,BENEFICIAL_OWNER,65.58,2019-12-11
REL-0046862,80E53EBD0,802F426A0,BUSINESS_ASSOCIATE,54.15,2023-12-26
REL-0046863,808E98FC0,8141D6620,SHARED_OWNER,68.61,2023-04-03
REL-0046864,811F15F20,802F2F7E0,SHARED_OWNER,12.61,2020-02-25
REL-0046865,813C7CE61,811C04270,RELATED_ACCOUNT,19.52,2018-02-07
REL-0046866,80E44E740,8090D8C80,RELATED_ACCOUNT,96.62,2018-06-22
REL-0046867,806665730,801511000,RELATED_ACCOUNT,67.2,2023-09-20
REL-0046868,805383610,802B7B430,RELATED_ACCOUNT,59.77,2018-02-10
REL-0046869,8122957B0,8090BF620,SHARED_OWNER,37.46,2019-11-07
REL-0046870,807150CB0,80869E410,BUSINESS_ASSOCIATE,76.98,2022-04-23
REL-0046871,804FBEA10,80DE2A6F0,RELATED_ACCOUNT,5.14,2021-01-04
REL-0046872,809718A70,808F8FFB0,RELATED_ACCOUNT,8.77,2022-07-30
REL-0046873,8014A5960,802D96FB0,RELATED_ACCOUNT,81.38,2023-03-25
REL-0046874,801D3F200,811B4A6A0,RELATED_ACCOUNT,44.26,2024-03-01
REL-0046875,8024C3850,8022ABC90,BUSINESS_ASSOCIATE,41.22,2023-01-05
REL-0046876,8147BA281,8061B73B0,RELATED_ACCOUNT,28.76,2019-08-17
REL-0046877,813F52311,80DCD9CE0,BUSINESS_ASSOCIATE,37.68,2021-06-22
REL-0046878,812881390,8074C2950,SHARED_OWNER,78.91,2022-04-21
REL-0046879,80934E9D0,8097C7370,BUSINESS_ASSOCIATE,80.54,2020-08-01
REL-0046880,8118F8C90,80AC6F630,AUTHORIZED_USER,92.41,2022-11-03
REL-0046881,8127573D0,80DC1A430,BENEFICIAL_OWNER,74.99,2018-01-21
REL-0046882,80360DB70,811749600,BUSINESS_ASSOCIATE,47.34,2024-06-29
REL-0046883,809D17550,80EFA4C10,SHARED_OWNER,69.76,2019-04-01
REL-0046884,80C93B5F0,80393C600,SHARED_OWNER,79.33,2021-05-29
REL-0046885,8083828E0,8062E4990,BENEFICIAL_OWNER,56.78,2022-03-11
REL-0046886,80E440D70,80EF92560,BUSINESS_ASSOCIATE,68.38,2022-01-05
REL-0046887,80A3C3140,812D8F780,BUSINESS_ASSOCIATE,19.11,2022-08-06
REL-0046888,805E93390,803914F60,SHARED_OWNER,15.02,2023-06-15
REL-0046889,802BD2900,81104EF40,AUTHORIZED_USER,83.29,2020-03-01
REL-0046890,804D31930,80AB7D8D0,BENEFICIAL_OWNER,53.07,2021-07-19
REL-0046891,8142BA401,81274FA80,SHARED_OWNER,13.09,2024-01-08
REL-0046892,802783AA0,80CC9DF10,RELATED_ACCOUNT,79.16,2022-11-04
REL-0046893,808BF0CB0,804427B20,AUTHORIZED_USER,92.47,2023-08-18
REL-0046894,80878BA20,8004DF300,AUTHORIZED_USER,89.77,2020-06-07
