account_key,account_id,bank_id,bank_name,entity_id,entity_name
13037:805A97570,805A97570,13037,First Bank of Hartford,8005D1430,Partnership #43974
14766:80564D4F0,80564D4F0,14766,India Bank #67,800AC8450,Sole Proprietorship #31648
346325:810F46970,810F46970,346325,China Bank #619,8009BC070,Partnership #31118
9608:8048AC7F0,8048AC7F0,9608,China Bank #105,8009EAAA0,Partnership #22504
36769:80C3FD370,80C3FD370,36769,Portugal Bank #865,8007F7430,Sole Proprietorship #24432
33575:807099070,807099070,33575,Finland Bank #1449,80093F910,Sole Proprietorship #25357
120766:8096BDCF0,8096BDCF0,120766,Bank of Huron,800EC3760,Sole Proprietorship #3616
1292:804AA85F0,804AA85F0,1292,Savings Bank of Seattle,8009111F0,Sole Proprietorship #8307
13862:8018B10F0,8018B10F0,13862,Germany Bank #58,800755950,Sole Proprietorship #49706
335014:8122E5700,8122E5700,335014,Bank of Butte,800D0B9F0,Partnership #2484
7:806200780,806200780,7,India Bank #25,800BAEAD0,Corporation #50824
321454:807CBD300,807CBD300,321454,Savings Bank of Madison,800BB7530,Corporation #13633
10:801F80100,801F80100,10,National Bank of Laramie,800AAABC0,Corporation #12997
1467:80032D980,80032D980,1467,Plandor Trust Bank,800ACC650,Sole Proprietorship #3942
110057:803F6F080,803F6F080,110057,Japan Bank #43,800AA8A80,Partnership #32497
12:811180200,811180200,12,National Bank of the East,800E295E0,Partnership #49839
28:80A880A00,80A880A00,28,Australia Bank #0,800CCD520,Corporation #33736
9209:80399F880,80399F880,9209,China Bank #67,8009BDC90,Corporation #28572
29089:80C98D480,80C98D480,29089,Acme Thrift,800C5B1F0,Sole Proprietorship #6637
21258:807018100,807018100,21258,Brownstone Trust Bank,800F29E80,Partnership #11567
3679:8012F2B80,8012F2B80,3679,Sappo Cooperative Bank,800D02470,Corporation #2441
141312:80FA40400,80FA40400,141312,Switzerland Bank #34,800E64680,Corporation #15435
4259:807305580,807305580,4259,Germany Bank #21,80076E410,Corporation #40392
3123:80B5E1D80,80B5E1D80,3123,Spain Bank #64,800714E70,Sole Proprietorship #26681
10:806580100,806580100,10,National Bank of Laramie,800073670,Sole Proprietorship #10221
333554:80C737D10,80C737D10,333554,Mexico Bank #630,800D31030,Corporation #34254
16254:80BB7BB10,80BB7BB10,16254,Belgium Bank #152,80082E370,Corporation #24776
347466:812AEA110,812AEA110,347466,Italy Bank #3504,8007540D0,Partnership #27339
31793:803AE1C90,803AE1C90,31793,First Bank of Tuscon,800F269E0,Partnership #10005
28628:80AAFEE10,80AAFEE10,28628,Australia Bank #38,800CCD520,Corporation #33736
19:80A300D90,80A300D90,19,Australia Bank #3,800CCD520,Corporation #33736
324968:80982B010,80982B010,324968,Canada Bank #254,800C5EFF0,Partnership #35725
13154:80591B510,80591B510,13154,India Bank #38,800ABA660,Partnership #32618
19729:804E68C90,804E68C90,19729,Heath Community Bank,800CA5540,Partnership #9027
112733:805342A90,805342A90,112733,India Bank #11,800AF5E80,Corporation #31137
19818:80776B110,80776B110,19818,China Bank #64,800A077A0,Sole Proprietorship #30236
22775:810FC7F90,810FC7F90,22775,Austria Bank #90,8006EF830,Sole Proprietorship #46043
130342:812EE9710,812EE9710,130342,Future Cooperative Bank,80054E910,Sole Proprietorship #38911
120046:8081A7310,8081A7310,120046,Savings Bank of Pittsburgh,8004A9730,Partnership #39690
118453:80A375E90,80A375E90,118453,Savings Bank of the North,80048F450,Corporation #12079
18549:810AC3E90,810AC3E90,18549,National Bank of Omaha,80036DB20,Corporation #51994
35710:80BA5BB20,80BA5BB20,35710,Savings Bank of Plattsburg,800FA0870,Sole Proprietorship #7431
